sessionId,gameId,roundId,playerId,condition,gameState,envState,playerEconState,playerName,playerType,playerInvestEcon,playerInvestEnv,playerInvHistEcon,playerInvHistEnv,strongestEmotionType,strongestEmotionIntensity,activeEmotions_Hate,activeEmotions_Reproach,activeEmotions_Shame,activeEmotions_Anger,activeEmotions_Remorse,activeEmotions_Distress,activeEmotions_Fear,activeEmotions_Disappointment,activeEmotions_FearConfirmed,activeEmotions_Pity,activeEmotions_Resentment,activeEmotions_Love,activeEmotions_Admiration,activeEmotions_Pride,activeEmotions_Gratitude,activeEmotions_Gratification,activeEmotions_Joy,activeEmotions_Hope,activeEmotions_Relief,activeEmotions_Satisfaction,activeEmotions_Gloating,activeEmotions_HappyFor,mood
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,11,1,"['MCTS', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.1999999,0.07000002,RANDOM,AI-RANDOM,1,4,31,29,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,12,1,"['MCTS', 'RANDOM', 'RANDOM']",LOSS,0,0.15,RANDOM,AI-RANDOM,5,0,36,29,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,12,0,"['MCTS', 'RANDOM', 'RANDOM']",LOSS,0,0.18,MCTS,AI-MCTS,5,0,26,39,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",3,12,2,"['MCTS', 'RANDOM', 'RANDOM']",LOSS,0,0.11,RANDOM,AI-RANDOM,4,1,20,45,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",4,0,1,"['RANDOM_CMP', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.43,0.13,RANDOM,AI-RANDOM,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",4,0,2,"['RANDOM_CMP', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.43,0.15,RANDOM,AI-RANDOM,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",4,0,0,"['RANDOM_CMP', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.43,0.12,RANDOM_CMP,AI-RANDOM,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",4,1,1,"['RANDOM_CMP', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.2500001,0.13,RANDOM,AI-RANDOM,3,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",4,1,0,"['RANDOM_CMP', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.2500001,0.16,RANDOM_CMP,AI-RANDOM,5,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",4,1,2,"['RANDOM_CMP', 'RANDOM', 'RANDOM']",NOT_FINISHED,0.2500001,0.17,RANDOM,AI-RANDOM,3,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",4,2,1,"['RANDOM_CMP', 'RANDOM', 'RANDOM']",LOSS,5.960464E-08,0.04999999,RANDOM,AI-RANDOM,1,4,9,6,,,,,,,,,,,,,,,,,,,,,,,,,
"150400MEM['MCTS', 'RANDOM', 'RANDOM']",4,2,0,"['RANDOM_CMP', 'RANDOM', 'RANDOM']",LOSS,5.960464E-08,0.26,RANDOM_CMP,AI-RANDOM,5,0,14,1,,,,,,,,,,,,,,,,,,,,,,,,,
